signal_time,entry_time,entry,d_rsi10,d_atr7,d_atr14,h1_atr14,pullback_depth_atr,bars_since_20bar_high,close_loc,body_ratio,dist_prev_day_high,dist_prev_day_low,dist_prev_day_close,max_favorable_points,max_adverse_points,final_move_points
2026-02-03 17:00:00+00:00,2026-02-03 18:00:00+00:00,25387.0,42.5491007724266,448.3827206010993,377.0225647631362,105.16290667000747,6.090550558951705,10.0,0.27099841521394613,0.6608557844690967,-591.5,207.0,-560.75,127.5,1146.5,-240.75
2026-03-05 15:00:00+00:00,2026-03-05 16:00:00+00:00,25081.75,51.58754389207096,456.96234036566904,423.3192576820484,120.80466121492479,1.0326588290997814,15.0,0.5445544554455446,0.3726372637263726,-135.25,583.25,-90.0,136.0,1082.75,87.5
2026-03-05 16:00:00+00:00,2026-03-05 17:00:00+00:00,25043.0,51.58754389207096,456.96234036566904,423.3192576820484,123.0686139852873,1.3447782878239396,16.0,0.6737704918032786,0.25573770491803277,-174.25,544.25,-129.0,174.75,1044.0,-14.0
2026-03-06 01:00:00+00:00,2026-03-06 02:00:00+00:00,25067.5,42.386611670422184,468.3248631705735,431.4035964190449,117.9079910323167,1.2000882956373764,24.0,0.539906103286385,0.13145539906103287,-176.25,292.75,6.25,150.25,1068.5,51.25
2026-03-11 14:00:00+00:00,2026-03-11 15:00:00+00:00,25065.5,47.841312871969585,519.1449490500056,471.52592324355334,109.82772152390078,0.5189946509779466,20.0,0.48081264108352145,0.16478555304740405,-152.75,232.5,49.25,24.5,795.5,-328.75
2026-03-11 15:00:00+00:00,2026-03-11 16:00:00+00:00,24934.5,47.841312871969585,519.1449490500056,471.52592324355334,116.12574141505073,2.111934847618668,21.0,0.2159090909090909,0.6603535353535354,-283.0,102.25,-81.0,100.5,664.5,-240.0
2026-03-11 17:00:00+00:00,2026-03-11 18:00:00+00:00,24951.5,47.841312871969585,519.1449490500056,471.52592324355334,119.27423622012026,1.9094651721742157,23.0,0.4868217054263566,0.3395348837209302,-265.5,119.75,-63.5,55.25,681.5,-277.5
2026-03-11 20:00:00+00:00,2026-03-11 22:00:00+00:00,24940.0,47.841312871969585,519.1449490500056,471.52592324355334,110.71692674038057,2.09994990689353,26.0,0.14634146341463414,0.7121951219512195,-270.25,115.0,-68.25,9.75,670.0,-271.0
2026-04-08 07:00:00+00:00,2026-04-08 08:00:00+00:00,25142.0,67.8216023059243,487.14869287421845,468.33596724424376,108.24823339124679,0.5658290955993821,1.0,0.11059907834101383,0.543778801843318,55.0,1200.25,91.0,251.5,227.5,14.5
2026-04-08 13:00:00+00:00,2026-04-08 14:00:00+00:00,25081.0,67.8216023059243,487.14869287421845,468.33596724424376,103.129058007953,1.7065995113271315,1.0,0.08701472556894244,0.7068273092369478,-5.5,1139.75,30.5,354.25,166.5,329.5
2026-04-08 14:00:00+00:00,2026-04-08 15:00:00+00:00,24992.75,67.8216023059243,487.14869287421845,468.33596724424376,108.65555386452779,2.429696325777846,2.0,0.3698060941828255,0.48614958448753465,-93.5,1051.75,-57.5,448.5,78.25,411.25
2026-04-08 17:00:00+00:00,2026-04-08 18:00:00+00:00,25094.0,67.8216023059243,487.14869287421845,468.33596724424376,106.77323317797651,1.5242584227895188,5.0,0.32065217391304346,0.5190217391304348,7.75,1153.0,43.75,496.25,179.5,491.25
