count,stop,target,target_hit_rate,stop_hit_rate,ambiguous_both_hit_rate,screening_score
29,250,500,0.6896551724137931,0.1724137931034483,0.034482758620689655,346.58442330558853
29,250,600,0.5172413793103449,0.1724137931034483,0.0,363.5071343638526
29,300,80,0.9310344827586207,0.10344827586206896,0.034482758620689655,51.03448275862068
29,300,100,0.9310344827586207,0.10344827586206896,0.034482758620689655,68.96551724137932
29,300,120,0.9310344827586207,0.10344827586206896,0.034482758620689655,86.89655172413794
29,300,150,0.896551724137931,0.10344827586206896,0.034482758620689655,119.3168846611177
29,300,180,0.896551724137931,0.10344827586206896,0.034482758620689655,145.17895362663495
29,300,200,0.896551724137931,0.10344827586206896,0.034482758620689655,162.42033293697978
29,300,250,0.8620689655172413,0.10344827586206896,0.034482758620689655,207.59928656361473
29,300,300,0.8275862068965517,0.10344827586206896,0.034482758620689655,249.32996432818072
29,300,350,0.8275862068965517,0.10344827586206896,0.034482758620689655,288.98513674197386
29,300,400,0.7931034482758621,0.10344827586206896,0.034482758620689655,325.54340071343637
29,300,500,0.6896551724137931,0.10344827586206896,0.0,377.9702734839477
29,300,600,0.5172413793103449,0.10344827586206896,0.0,396.96848989298456
